lemma	sense_num	definition	ontonotes_sense_examples	visualness_label
dock	3	Remove or shorten the tail of an animal.	"How do I dock his tail?
Is it absolutely necessary to dock the tail of a boxer?"	1.0
fall	1	descend, decrease	"The branch fell from the tree.
The barometer is falling.
The curtain fell on the diva.
Rain, snow and sleet were falling.
The cabin pressure fell dramatically.
Sales fell to 251.2 million from 278.7 million.
The vase fell over and water spilled on the floor.
He fell to his knees.
She fell back in her chair.
Her face fell when she heard the news.
His eyes fell.
State endowments were in part withdrawn, numbers of the clergy fell away.
A year after cimbing from worst to first, they fell back to sixth.
They danced around until they fell down.
The walls of the snowfort fell in.
The butten fell off.
The real estate market fell off.
His jaw fell open.
I recently fell over in my garden.
He fell back a considerable distance when he saw her up ahead.
The Eagles fell behind early and never recovered."	1.0
fall	2	passively or naturally enter into a state;occur, happen	"She fell ill.
We fell into his clutches and paid money to interview him.
He fell for the con man's story.
This falls into a new category.
But then night fell, and sounds started from the nursery.
Silence fell upon my lips and my eyes became as distant as theirs.
This cd was so boring it made me want to fall asleep!
He fell in with the wrong crowd.
All the facts finally fell into place, and this allowed us to understand the problem.
And from there, everything else fell out nicely without a problem.
This concept falls out nicely when using the geometric representation of the data.
It fell under the category of extremely dangerous.
We fell out over a trivial question.
Finally I ran into your website and fell in love with the sets.
She fell for the man from Brazil."	0.0
fall	3	fail, cease, die	"We must stand or fall.
These are fashionable sports which fell by the wayside.
Many soldiers fell at Verdum.
The cities fell to the enemy.
Adam and Eve fell.
The government fell overnight.
He had fallen from grace in the eyes of republicans.
The enemy fell back.
As hard as he tried, Phil fell back into a life of addiction.
Tell us what books fell flat at your book club, and why.
Online customer support fell short during the holidays.
The food drive fell short of its goal.
Despite their best efforts, the project fell through."	0.0
fall	4	occur at a particular time/location, contact	"Where his anger fell there fell his sword likewise.
Light fell on her face.
I fell upon an old photograph today while searching through fileboxes.
The accent falls on the first syllable.
Christmas falls on a Monday this year.
Payments fall on the first of the month."	0.0
fall	5	be given to, come into the possession of	"The most difficult task fell to the youngest student.
The estate fell to the oldest daughter.
The task fell to me.
Yeah, it fell to me to show him the light about the girl.
The responsibility for passing final judgement on the election fell to the highest official."	0.0
fall	6	emerge, come forth	"Silly phrases fell from her mouth.
The lambs fell in the afternoon.
Grief fell from our hearts.
His hair and teeth fell out."	0.0
fall	7	be in a downward position	"The hills around here fall towards the ocean.
Her hair fell about her shoulders.
Also the fabric of her dress falls nicely."	1.0
fall	8	vigorously begin	The prisoners fell to work immediately.	0.0
fall	9	move in a particular direction	The line of men fell forward.	1.0
fall	10	express affection or gratitude, make a show of effort for	"This student falls all over her former professor when she sees him.
She falls over backwards when she sees her mother-in-law."	0.0
fall	11	break, separate into pieces	"She fell apart when her only child died.
The Sphinx is falling apart.
The freshly baked loaf of bread fell apart when I tried to slice it."	1.0
fall	12	become inoperable, dysfunctional	The lawn mower finally fell apart.	0.0
fall	13	move into or out of a military formation	"Troops, fall in!
The soldiers fell out."	1.0
fall	14	come to agreement or behave accordingly	"We held out against the tide of the industry but then begrudgingly fell in line.
Of course she fell in line. What Bobby tells them to do, they do."	0.0
cook	1	make food ready for consumption (by applying heat)	"I can never cook burgers the way I want.
I cooked the meal by stirring it into boiling water.
Cook up the vegebles in the same pot as the noodles.
We cooked out in the woods while camping. (Meaning 'to barbecue') Onions cook faster than carrots in stir-fry."	1.0
cook	2	transform or destroy non-food items by heating	"Cocaine cooked his brain.
My brother cooked the laptop we gave him for Christmas.
Some food packaging can be dangerous if cooked.
The alchemist cooked up a compress to put on the wound.
The sun is cooking me."	1.0
cook	3	create something artificial (with the purpose of deception)	"How did Cheney cook the intelligence on Iran?
The presidnet cooked up a secret mission to give thanks to his troops.
Dell admits that they cooked the books on their quarterly sales."	0.0
try	1	attempt, make an effort	"The outfielder tried to catch the fly ball.
They are trying to buy out that company.
He will definitely try for the gold.
Mary tried out for the musical but they didn't cast her."	0.0
try	2	test, experiment, sample	"This drug hasn't been tried on humans yet.
Would you like to try my soup?
John tried several techniques of applying the paint.
She tried on six pairs of shoes.
I'd like to try out that new Mercedes.
It's a new approach that hasn't been tried out before.
We are going to try out the new French restaurant."	0.0
try	3	put on trial	"You cannot be tried twice for the same crime.
They will try this case in New Jersey."	0.0
try	4	strain, burden, cause to suffer	"Mary was tried by the baby's constant crying.
These are times that try men's souls."	0.0
try	5	melt or render	You must first try the butter, then add it to the batter.	1.0
slide	1	glide, slip, or extend smoothly without interruption	"The bartender slid two beers down to the end of the bar.
Cars were sliding all over the black ice.
These beautifully machined tool parts slide easily against each other.
The base runner slid into second and was safe.
The man slid down on the couch in unconsciousness.
Johnny likes to slide down the bannisters.
I could just slide the dress over my head, without messing with the zipper.
Let me first slide off this uncomfortable suit. Then we'll go grab some dinner.
Here the river silently slides under the bridge, and into Lake Jocassee."	1.0
slide	2	move sneakily, secretly, or deceptively	"The storekeeper saw the man slide a bottle into his pocket.
Bob deeply resents how Bill has been sliding into Mary's good graces again. (figurative) Quietly we slid into seats at the back of the auditorium John slid a twenty into the hand of the maitre d'.
They slid past the gate without being noticed.
How could a problem so big have slipped by unnoticed?"	1.0
